任务ID(末3位是任务的id，前面位表示归属的目标id，1001001即目标id=1001、任务id=1),归属目标(SurviveObjectiveDef的ID),名称,描述(加上@1会显示任务计数，使用@item_道具id#添加可查看详情的道具),任务追踪框描述(使用@item_道具id#添加道具文本，默认颜色#cfa7a0f),任务完成事件类型【1自动完成，2破坏方块，3获得道具，4加工道具，5冶炼道具，6道具损坏，7使用道具，8击败生物，9繁殖生物，10驯服生物，11玩家死亡，12（未用），13设置复活点，14抵达生态，15生存时间，16跳过夜晚，17方块交互(手持GoalID1:item点GoalID2:item，GoalID1=0为直接点击方块，GoalID2=0为放置方块)，18符文镶嵌(消耗指定符文石道具)，19修复道具，20烹饪道具，21施肥，22生物交互(手持GoalID1:item点GoalID2:monster，GoalID1=0为直接点击生物，不允许GoalID2=0)，23NPC交易，24游戏开始完成，25抵达星球，26编书，27钓鱼，28拆书，29符文镶嵌(消耗指定副材料道具)，30（未用），31符文镶嵌(获得指定效果类型EnchantType)，32种植，33放置方块（A放在B顶面），34穿戴装备】,任务完成对象(道具：I_itemID(若使用组则填“IG_道具ID”)、生物：M_monsterID、生态：B_biometypename、星球：P_planet(0=迷拉星，1=烈焰星，2=萌眼星)、T_tunestoneEnchantType，0代表任意),任务完成对象交互对象(17、22类型的任务需要配置Goal ID1和Goal ID2，使用1去交互2),任务完成对象所需数值,X轴(在任务展示框中的横轴坐标),Y轴(在任务展示框中的纵轴坐标),前置任务ID1,前置任务ID2,前置任务ID3,前置任务ID4,前置任务ID5,自动跟踪下个任务ID,任务奖励类型(0道具，1星星),任务奖励(奖励为星星则不填或填0),奖励数量,奖励发放类型(1=自动发放 2=手动领取),任务icon(填写“id”，获取显示对应item的图标，填写“#id”表示使用生物头像，路径：Assetruntime\Assets\Resources\ui\roles),指引图片(读取Assetruntime\Assets\Resources\ui\survivetaskguide目录下的文件名),旧版成就ID(对应achievement.csv)
3004032,3004,虚空使徒公敌Ⅱ,击败虚空使徒@1#r(虚空使徒会窃取万物生灵的创造之力，别背对着它),击败虚空使徒@1,8,M_3934,,100,6,4,,,,,,3004033,0,200043,1,2,#3501,3004031,1079
3004033,3004,虚空使徒公敌Ⅲ,击败虚空使徒@1#r(虚空使徒会窃取万物生灵的创造之力，别背对着它),击败虚空使徒@1,8,M_3934,,300,7,4,,,,,,3004034,0,200044,1,2,#3501,3004031,
3004034,3004,海盗掠夺者公敌Ⅰ,击败海盗掠夺者@1#r(海盗总是成群结队驻扎在海岛上),击败海盗掠夺者@1,8,M_3220,,1,9,4,,,,,,3004035,0,200045,1,2,#3220,3004034,
3004035,3004,海盗掠夺者公敌Ⅱ,击败海盗掠夺者@1#r(海盗总是成群结队驻扎在海岛上),击败海盗掠夺者@1,8,M_3220,,50,10,4,,,,,,3004036,0,200046,1,2,#3220,3004034,
3004036,3004,海盗掠夺者公敌Ⅲ,击败海盗掠夺者@1#r(海盗总是成群结队驻扎在海岛上),击败海盗掠夺者@1,8,M_3220,,200,11,4,,,,,,3004037,0,200047,1,2,#3220,3004034,
3004037,3004,海盗猎手公敌Ⅰ,击败海盗猎手@1#r(如果海盗船被击沉，就有可能会遭遇他们！),击败海盗猎手@1,8,M_3221,,1,1,5,,,,,,3004038,0,200048,1,2,#3221,3004037,
3004038,3004,海盗猎手公敌Ⅱ,击败海盗猎手@1#r(如果海盗船被击沉，就有可能会遭遇他们！),击败海盗猎手@1,8,M_3221,,50,2,5,,,,,,3004039,0,200049,1,2,#3221,3004037,
3004039,3004,海盗猎手公敌Ⅲ,击败海盗猎手@1#r(如果海盗船被击沉，就有可能会遭遇他们！),击败海盗猎手@1,8,M_3221,,200,3,5,,,,,,3004040,0,200050,1,2,#3221,3004037,
3004040,3004,小型海盗船公敌Ⅰ,击败小型海盗船@1#r(小型海盗船行动比较敏捷，但是比较容易击败),击败小型海盗船@1,8,M_3225,,1,5,5,,,,,,3004041,0,200087,1,2,#3225,3004040,
3004041,3004,小型海盗船公敌Ⅱ,击败小型海盗船@1#r(小型海盗船行动比较敏捷，但是比较容易击败),击败小型海盗船@1,8,M_3225,,100,6,5,,,,,,3004042,0,200088,1,2,#3225,3004040,
3004042,3004,小型海盗船公敌Ⅲ,击败小型海盗船@1#r(小型海盗船行动比较敏捷，但是比较容易击败),击败小型海盗船@1,8,M_3225,,300,7,5,,,,,,3004043,0,200089,1,2,#3225,3004040,
3004043,3004,中型海盗船公敌Ⅰ,击败中型海盗船@1#r(中型海盗船各方面都中规中矩，击败它后注意掉落的宝箱),击败中型海盗船@1,8,M_3226,,1,9,5,,,,,,3004044,0,200090,1,2,#3226,3004043,
3004044,3004,中型海盗船公敌Ⅱ,击败中型海盗船@1#r(中型海盗船各方面都中规中矩，击败它后注意掉落的宝箱),击败中型海盗船@1,8,M_3226,,50,10,5,,,,,,3004045,0,200091,1,2,#3226,3004043,
3004045,3004,中型海盗船公敌Ⅲ,击败中型海盗船@1#r(中型海盗船各方面都中规中矩，击败它后注意掉落的宝箱),击败中型海盗船@1,8,M_3226,,200,11,5,,,,,,3004046,0,200092,1,2,#3226,3004043,
3004046,3004,大型海盗船公敌Ⅰ,击败大型海盗船@1#r(大型海盗船在受到重创时会放出炸弹小船，小心别被炸到),击败大型海盗船@1,8,M_3227,,1,1,6,,,,,,3004047,0,200093,1,2,#3227,3004046,
3004047,3004,大型海盗船公敌Ⅱ,击败大型海盗船@1#r(大型海盗船在受到重创时会放出炸弹小船，小心别被炸到),击败大型海盗船@1,8,M_3227,,20,2,6,,,,,,3004048,0,200094,1,2,#3227,3004046,
3004048,3004,大型海盗船公敌Ⅲ,击败大型海盗船@1#r(大型海盗船在受到重创时会放出炸弹小船，小心别被炸到),击败大型海盗船@1,8,M_3227,,100,3,6,,,,,,3004049,0,200095,1,2,#3227,3004046,
3004049,3004,爆爆蛋公敌Ⅰ,击败爆爆蛋@1#r(爆爆蛋在火山地区比较常见，但就和它的名字一样，随时可能会爆炸),击败爆爆蛋@1,8,M_3109,,1,5,6,,,,,,3004050,0,200051,1,2,#3109,3004049,1081
3004050,3004,爆爆蛋公敌Ⅱ,击败爆爆蛋@1#r(爆爆蛋在火山地区比较常见，但就和它的名字一样，随时可能会爆炸),击败爆爆蛋@1,8,M_3109,,100,6,6,,,,,,3004051,0,200052,1,2,#3109,3004049,1081
3004051,3004,爆爆蛋公敌Ⅲ,击败爆爆蛋@1#r(爆爆蛋在火山地区比较常见，但就和它的名字一样，随时可能会爆炸),击败爆爆蛋@1,8,M_3109,,300,7,6,,,,,,3004052,0,200053,1,2,#3109,3004049,
3004052,3004,毒尾蝎公敌Ⅰ,击败毒尾蝎@1#r(在沙漠中如果遇到成群的毒尾蝎尽量别硬扛，一不小心被麻痹就不是开玩笑了),击败毒尾蝎@1,8,M_3824,,1,9,6,,,,,,3004053,0,200054,1,2,#3824,3004052,
3004053,3004,毒尾蝎公敌Ⅱ,击败毒尾蝎@1#r(在沙漠中如果遇到成群的毒尾蝎尽量别硬扛，一不小心被麻痹就不是开玩笑了),击败毒尾蝎@1,8,M_3824,,200,10,6,,,,,,3004054,0,200055,1,2,#3824,3004052,
3004054,3004,毒尾蝎公敌Ⅲ,击败毒尾蝎@1#r(在沙漠中如果遇到成群的毒尾蝎尽量别硬扛，一不小心被麻痹就不是开玩笑了),击败毒尾蝎@1,8,M_3824,,800,11,6,,,,,,3004055,0,200056,1,2,#3824,3004052,
3004055,3004,海灵守卫公敌Ⅰ,击败海灵守卫@1#r(经常能在海底沉船附近找到成群的海灵守卫),击败海灵守卫@1,8,M_3224,,1,1,7,,,,,,3004056,0,200057,1,2,#3224,3004055,
3004056,3004,海灵守卫公敌Ⅱ,击败海灵守卫@1#r(经常能在海底沉船附近找到成群的海灵守卫),击败海灵守卫@1,8,M_3224,,20,2,7,,,,,,3004057,0,200058,1,2,#3224,3004055,
3004057,3004,海灵守卫公敌Ⅲ,击败海灵守卫@1#r(经常能在海底沉船附近找到成群的海灵守卫),击败海灵守卫@1,8,M_3224,,100,3,7,,,,,,3004058,0,200059,1,2,#3224,3004055,
3004058,3004,沙灵守卫公敌Ⅰ,击败沙灵守卫@1#r(在沙漠绿洲的地下能够找到沙灵守卫),击败沙灵守卫@1,8,M_3826,,1,5,7,,,,,,3004059,0,200060,1,2,#3826,3004058,
3004059,3004,沙灵守卫公敌Ⅱ,击败沙灵守卫@1#r(在沙漠绿洲的地下能够找到沙灵守卫),击败沙灵守卫@1,8,M_3826,,20,6,7,,,,,,3004060,0,200061,1,2,#3826,3004058,
3004060,3004,沙灵守卫公敌Ⅲ,击败沙灵守卫@1#r(在沙漠绿洲的地下能够找到沙灵守卫),击败沙灵守卫@1,8,M_3826,,100,7,7,,,,,,3004061,0,200062,1,2,#3826,3004058,
3004061,3004,熔岩巨人公敌Ⅰ,击败熔岩巨人@1#r(通常出现在炎热的地方，例如：火山、烈焰星),击败熔岩巨人@1,8,M_3130,,1,9,7,,,,,,3004062,0,200063,1,2,#3130,3004061,1317
3004062,3004,熔岩巨人公敌Ⅱ,击败熔岩巨人@1#r(通常出现在炎热的地方，例如：火山、烈焰星),击败熔岩巨人@1,8,M_3130,,100,10,7,,,,,,3004063,0,200064,1,2,#3130,3004061,1317
3004063,3004,熔岩巨人公敌Ⅲ,击败熔岩巨人@1#r(通常出现在炎热的地方，例如：火山、烈焰星),击败熔岩巨人@1,8,M_3130,,300,11,7,,,,,,3004064,0,200065,1,2,#3130,3004061,
3004064,3004,硫磺弓手公敌Ⅰ,击败硫磺弓手@1#r(通常出现在烈焰星),击败硫磺弓手@1,8,M_3131,,1,1,8,,,,,,3004065,0,200066,1,2,#3131,3004064,1318
3004065,3004,硫磺弓手公敌Ⅱ,击败硫磺弓手@1#r(通常出现在烈焰星),击败硫磺弓手@1,8,M_3131,,100,2,8,,,,,,3004066,0,200067,1,2,#3131,3004064,1318
3004066,3004,硫磺弓手公敌Ⅲ,击败硫磺弓手@1#r(通常出现在烈焰星),击败硫磺弓手@1,8,M_3131,,300,3,8,,,,,,3004067,0,200068,1,2,#3131,3004064,
3004067,3004,萌眼叮叮公敌Ⅰ,击败萌眼叮叮@1#r(小心炸弹！),击败萌眼叮叮@1,8,M_3110,,1,5,8,,,,,,3004068,0,200069,1,2,#3110,3004067,1149
3004068,3004,萌眼叮叮公敌Ⅱ,击败萌眼叮叮@1#r(小心炸弹！),击败萌眼叮叮@1,8,M_3110,,200,6,8,,,,,,3004069,0,200070,1,2,#3110,3004067,1149
3004069,3004,萌眼叮叮公敌Ⅲ,击败萌眼叮叮@1#r(小心炸弹！),击败萌眼叮叮@1,8,M_3110,,800,7,8,,,,,,3004070,0,200071,1,2,#3110,3004067,
3004070,3004,萌眼咚咚公敌Ⅰ,击败萌眼咚咚@1#r(小心冰晶！),击败萌眼咚咚@1,8,M_3111,,1,9,8,,,,,,3004071,0,200072,1,2,#3111,3004070,1150
3004071,3004,萌眼咚咚公敌Ⅱ,击败萌眼咚咚@1#r(小心冰晶！),击败萌眼咚咚@1,8,M_3111,,200,10,8,,,,,,3004072,0,200073,1,2,#3111,3004070,1150
3004072,3004,萌眼咚咚公敌Ⅲ,击败萌眼咚咚@1#r(小心冰晶！),击败萌眼咚咚@1,8,M_3111,,800,11,8,,,,,,3004073,0,200074,1,2,#3111,3004070,
3004073,3004,萌眼当当公敌Ⅰ,击败萌眼当当@1#r(小心冲撞！),击败萌眼当当@1,8,M_3112,,1,1,9,,,,,,3004074,0,200075,1,2,#3112,3004073,1151
3004074,3004,萌眼当当公敌Ⅱ,击败萌眼当当@1#r(小心冲撞！),击败萌眼当当@1,8,M_3112,,200,2,9,,,,,,3004075,0,200076,1,2,#3112,3004073,1151
3004075,3004,萌眼当当公敌Ⅲ,击败萌眼当当@1#r(小心冲撞！),击败萌眼当当@1,8,M_3112,,800,3,9,,,,,,3004076,0,200077,1,2,#3112,3004073,
3004076,3004,萌眼咻咻公敌Ⅰ,击败萌眼咻咻@1#r(能不去惹萌眼咻咻，尽量还是别去惹),击败萌眼咻咻@1,8,M_3103,,1,5,9,,,,,,3004077,0,200078,1,2,#3103,3004076,1152
3004077,3004,萌眼咻咻公敌Ⅱ,击败萌眼咻咻@1#r(能不去惹萌眼咻咻，尽量还是别去惹),击败萌眼咻咻@1,8,M_3103,,50,6,9,,,,,,3004078,0,200079,1,2,#3103,3004076,1152
3004078,3004,萌眼咻咻公敌Ⅲ,击败萌眼咻咻@1#r(能不去惹萌眼咻咻，尽量还是别去惹),击败萌眼咻咻@1,8,M_3103,,200,7,9,,,,,,3005001,0,200080,1,2,#3103,3004076,
3004079,3004,冰灵守卫公敌Ⅰ,击败冰灵守卫@1#r(注意看，有的冰灵守卫能在手中凝结出一根冰冻长棍，离他们远一点),击败冰灵守卫@1,8,M_3915,,1,9,9,,,,,,3004080,0,200081,1,2,#3915,3004079,
3004080,3004,冰灵守卫公敌Ⅱ,击败冰灵守卫@1#r(注意看，有的冰灵守卫能在手中凝结出一根冰冻长棍，离他们远一点),击败冰灵守卫@1,8,M_3915,,50,10,9,,,,,,3004081,0,200082,1,2,#3915,3004079,
3004081,3004,冰灵守卫公敌Ⅲ,击败冰灵守卫@1#r(注意看，有的冰灵守卫能在手中凝结出一根冰冻长棍，离他们远一点),击败冰灵守卫@1,8,M_3915,,300,11,9,,,,,,3004082,0,200083,1,2,#3915,3004079,
3004082,3004,寒霜野人祭司公敌Ⅰ,击败寒霜野人祭司@1#r(寒霜野人祭司比较孤僻，比起雨林那种湿热的地方，更喜欢极地的山洞),击败寒霜野人祭司@1,8,M_3135,,1,1,10,,,,,,3004083,0,200084,1,2,#3135,3004082,
3004083,3004,寒霜野人祭司公敌Ⅱ,击败寒霜野人祭司@1#r(寒霜野人祭司比较孤僻，比起雨林那种湿热的地方，更喜欢极地的山洞),击败寒霜野人祭司@1,8,M_3135,,20,2,10,,,,,,3004084,0,200085,1,2,#3135,3004082,
3004084,3004,寒霜野人祭司公敌Ⅲ,击败寒霜野人祭司@1#r(寒霜野人祭司比较孤僻，比起雨林那种湿热的地方，更喜欢极地的山洞),击败寒霜野人祭司@1,8,M_3135,,100,3,10,,,,,,3005001,0,200086,1,2,#3135,3004082,
3005001,3005,嘟嘟鸟猎手Ⅰ,击败嘟嘟鸟@1#r(嘟嘟鸟是食物和羽毛的主要来源之一),击败嘟嘟鸟@1,8,M_3400,,1,1,1,,,,,,3005002,0,12518,1,2,#3400,3005001,
3005002,3005,嘟嘟鸟猎手Ⅱ,击败嘟嘟鸟@1#r(嘟嘟鸟是食物和羽毛的主要来源之一),击败嘟嘟鸟@1,8,M_3400,,200,2,1,,,,,,3005003,1,0,1,2,#3400,3005001,
3005003,3005,嘟嘟鸟猎手Ⅲ,击败嘟嘟鸟@1#r(嘟嘟鸟是食物和羽毛的主要来源之一),击败嘟嘟鸟@1,8,M_3400,,500,3,1,,,,,,3005004,1,0,3,2,#3400,3005001,
3005004,3005,沃沃兽猎手Ⅰ,击败沃沃兽@1#r(沃沃兽是食物和皮革的主要来源之一，小心它会反击),击败沃沃兽@1,8,M_3401,,1,5,1,,,,,,3005005,0,12516,1,2,#3401,3005004,
3005005,3005,沃沃兽猎手Ⅱ,击败沃沃兽@1#r(沃沃兽是食物和皮革的主要来源之一，小心它会反击),击败沃沃兽@1,8,M_3401,,200,6,1,,,,,,3005006,1,0,1,2,#3401,3005004,
3005006,3005,沃沃兽猎手Ⅲ,击败沃沃兽@1#r(沃沃兽是食物和皮革的主要来源之一，小心它会反击),击败沃沃兽@1,8,M_3401,,500,7,1,,,,,,3005007,1,0,3,2,#3401,3005004,
3005007,3005,墩墩猎手Ⅰ,击败墩墩@1#r(墩墩是食物的主要来源之一，偶尔会产出便便),击败墩墩@1,8,M_3402,,1,9,1,,,,,,3005008,0,12522,1,2,#3402,3005007,
3005008,3005,墩墩猎手Ⅱ,击败墩墩@1#r(墩墩是食物的主要来源之一，偶尔会产出便便),击败墩墩@1,8,M_3402,,200,10,1,,,,,,3005009,1,0,1,2,#3402,3005007,
3005009,3005,墩墩猎手Ⅲ,击败墩墩@1#r(墩墩是食物的主要来源之一，偶尔会产出便便),击败墩墩@1,8,M_3402,,500,11,1,,,,,,3005010,1,0,3,2,#3402,3005007,
3005010,3005,角鹿猎手Ⅰ,击败角鹿@1#r(角鹿是食物的主要来源之一),击败角鹿@1,8,M_3403,,1,1,2,,,,,,3005011,0,12530,1,2,#3403,3005010,
3005011,3005,角鹿猎手Ⅱ,击败角鹿@1#r(角鹿是食物的主要来源之一),击败角鹿@1,8,M_3403,,200,2,2,,,,,,3005012,1,0,1,2,#3403,3005010,
3005012,3005,角鹿猎手Ⅲ,击败角鹿@1#r(角鹿是食物的主要来源之一),击败角鹿@1,8,M_3403,,500,3,2,,,,,,3005013,1,0,3,2,#3403,3005010,
3005013,3005,狐狸猎手Ⅰ,击败狐狸@1#r(狐狸是皮革的主要来源之一，小心它会反击),击败狐狸@1,8,M_3407,,1,5,2,,,,,,3005014,0,11307,1,2,#3407,3005013,
3005014,3005,狐狸猎手Ⅱ,击败狐狸@1#r(狐狸是皮革的主要来源之一，小心它会反击),击败狐狸@1,8,M_3407,,200,6,2,,,,,,3005015,1,0,1,2,#3407,3005013,
3005015,3005,狐狸猎手Ⅲ,击败狐狸@1#r(狐狸是皮革的主要来源之一，小心它会反击),击败狐狸@1,8,M_3407,,500,7,2,,,,,,3005016,1,0,3,2,#3407,3005013,
3005016,3005,沙漠狼猎手Ⅰ,击败沙漠狼@1#r(沙漠狼是皮革的主要来源之一，小心它会反击),击败沙漠狼@1,8,M_3828,,1,9,2,,,,,,3005017,0,11307,1,2,#3828,3005016,
3005017,3005,沙漠狼猎手Ⅱ,击败沙漠狼@1#r(沙漠狼是皮革的主要来源之一，小心它会反击),击败沙漠狼@1,8,M_3828,,200,10,2,,,,,,3005018,1,0,1,2,#3828,3005016,
3005018,3005,沙漠狼猎手Ⅲ,击败沙漠狼@1#r(沙漠狼是皮革的主要来源之一，小心它会反击),击败沙漠狼@1,8,M_3828,,500,11,2,,,,,,3005019,1,0,3,2,#3828,3005016,
3005019,3005,野生鸵鸟猎手Ⅰ,击败野生鸵鸟@1#r(@item_12607#是沙漠里少有的食物来源),击败野生鸵鸟@1,8,M_3411,,1,1,3,,,,,,3005020,0,12607,1,2,#3411,3005019,
3005020,3005,野生鸵鸟猎手Ⅱ,击败野生鸵鸟@1#r(@item_12607#是沙漠里少有的食物来源),击败野生鸵鸟@1,8,M_3411,,200,2,3,,,,,,3005021,1,0,1,2,#3411,3005019,
3005021,3005,野生鸵鸟猎手Ⅲ,击败野生鸵鸟@1#r(@item_12607#是沙漠里少有的食物来源),击败野生鸵鸟@1,8,M_3411,,500,3,3,,,,,,3005022,1,0,3,2,#3411,3005019,
3005022,3005,豹子猎手Ⅰ,击败豹子@1#r(在雨林中小心豹子伏击),击败豹子@1,8,M_3872,,1,5,3,,,,,,3005023,0,11602,1,2,#3872,3005022,
3005023,3005,豹子猎手Ⅱ,击败豹子@1#r(在雨林中小心豹子伏击),击败豹子@1,8,M_3872,,200,6,3,,,,,,3005024,1,0,1,2,#3872,3005022,
3005024,3005,豹子猎手Ⅲ,击败豹子@1#r(在雨林中小心豹子伏击),击败豹子@1,8,M_3872,,500,7,3,,,,,,3005025,1,0,3,2,#3872,3005022,
3005025,3005,飞鸡猎手Ⅰ,击败飞鸡@1#r(在平原的空岛上会遇到它，飞鸡是羽毛的主要来源之一),击败飞鸡@1,8,M_3421,,1,9,3,,,,,,3005026,0,11303,1,2,#3421,3005025,
3005026,3005,飞鸡猎手Ⅱ,击败飞鸡@1#r(在平原的空岛上会遇到它，飞鸡是羽毛的主要来源之一),击败飞鸡@1,8,M_3421,,200,10,3,,,,,,3005027,1,0,1,2,#3421,3005025,
3005027,3005,飞鸡猎手Ⅲ,击败飞鸡@1#r(飞鸡是羽毛的主要来源之一),击败飞鸡@1,8,M_3421,,500,11,3,,,,,,3005028,1,0,3,2,#3421,3005025,
3005028,3005,战斗鸡猎手Ⅰ,击败战斗鸡@1#r(战斗鸡挺凶的，在红土岛屿得小心一些),击败战斗鸡@1,8,M_3423,,1,1,4,,,,,,3005029,0,11303,1,2,#3423,3005028,
3005029,3005,战斗鸡猎手Ⅱ,击败战斗鸡@1#r(战斗鸡挺凶的，在红土岛屿得小心一些),击败战斗鸡@1,8,M_3423,,200,2,4,,,,,,3005030,1,0,1,2,#3423,3005028,
3005030,3005,战斗鸡猎手Ⅲ,击败战斗鸡@1#r(战斗鸡挺凶的，在红土岛屿得小心一些),击败战斗鸡@1,8,M_3423,,500,3,4,,,,,,3005031,1,0,3,2,#3423,3005028,
3005031,3005,尖叫鸡猎手Ⅰ,击败尖叫鸡@1#r(萌眼星上的特色物种，掉落的@item_11069#可以用作一些道具的材料),击败尖叫鸡@1,8,M_3424,,1,5,4,,,,,,3005032,0,11069,1,2,#3424,3005031,
3005032,3005,尖叫鸡猎手Ⅱ,击败尖叫鸡@1#r(萌眼星上的特色物种，掉落的@item_11069#可以用作一些道具的材料),击败尖叫鸡@1,8,M_3424,,200,6,4,,,,,,3005033,1,0,1,2,#3424,3005031,
3005033,3005,尖叫鸡猎手Ⅲ,击败尖叫鸡@1#r(萌眼星上的特色物种，掉落的@item_11069#可以用作一些道具的材料),击败尖叫鸡@1,8,M_3424,,500,7,4,,,,,,3005034,1,0,3,2,#3424,3005031,
3005034,3005,海鸥猎手Ⅰ,击败海鸥@1#r(海鸥的羽毛可以用来制作在水下正常飞行的弓箭),击败海鸥@1,8,M_3622,,1,9,4,,,,,,3005035,0,12717,1,2,#3622,3005034,
3005035,3005,海鸥猎手Ⅱ,击败海鸥@1#r(海鸥的羽毛可以用来制作在水下正常飞行的弓箭),击败海鸥@1,8,M_3622,,200,10,4,,,,,,3005036,1,0,1,2,#3622,3005034,
3005036,3005,海鸥猎手Ⅲ,击败海鸥@1#r(海鸥的羽毛可以用来制作在水下正常飞行的弓箭),击败海鸥@1,8,M_3622,,500,11,4,,,,,,3005037,1,0,3,2,#3622,3005034,
3005037,3005,螃蟹猎手Ⅰ,击败螃蟹@1#r(小心螃蟹夹手，若不幸被夹住就多攻击几次把它甩开),击败螃蟹@1,8,M_3621,,1,1,5,,,,,,3005038,0,12527,1,2,#3621,3005037,
3005038,3005,螃蟹猎手Ⅱ,击败螃蟹@1#r(小心螃蟹夹手，若不幸被夹住就多攻击几次把它甩开),击败螃蟹@1,8,M_3621,,200,2,5,,,,,,3005039,1,0,1,2,#3621,3005037,
3005039,3005,螃蟹猎手Ⅲ,击败螃蟹@1#r(小心螃蟹夹手，若不幸被夹住就多攻击几次把它甩开),击败螃蟹@1,8,M_3621,,500,3,5,,,,,,3005040,1,0,3,2,#3621,3005037,
3005040,3005,焱焱蟹猎手Ⅰ,击败焱焱蟹@1#r(等焱焱蟹在岸上的时候再出手，谁也不想泡在岩浆里),击败焱焱蟹@1,8,M_3881,,1,5,5,,,,,,3005041,0,12605,1,2,#3881,3005040,
3005041,3005,焱焱蟹猎手Ⅱ,击败焱焱蟹@1#r(等焱焱蟹在岸上的时候再出手，谁也不想泡在岩浆里),击败焱焱蟹@1,8,M_3881,,200,6,5,,,,,,3005042,1,0,1,2,#3881,3005040,
3005042,3005,焱焱蟹猎手Ⅲ,击败焱焱蟹@1#r(等焱焱蟹在岸上的时候再出手，谁也不想泡在岩浆里),击败焱焱蟹@1,8,M_3881,,500,7,5,,,,,,3005043,1,0,3,2,#3881,3005040,
3005043,3005,萤火虫捕手Ⅰ,使用@item_11320#捕捉萤火虫@1#r(它通常出现在桃树盆地生态),捕捉萤火虫@1,22,I_11320,M_3419,1,9,5,,,,,,3005044,0,748,1,2,#3419,3005043,
3005044,3005,萤火虫捕手Ⅱ,使用@item_11320#捕捉萤火虫@1#r(它通常出现在桃树盆地生态),捕捉萤火虫@1,22,I_11320,M_3419,100,10,5,,,,,,3005045,1,0,1,2,#3419,3005043,
3005045,3005,萤火虫捕手Ⅲ,使用@item_11320#捕捉萤火虫@1#r(它通常出现在桃树盆地生态),捕捉萤火虫@1,22,I_11320,M_3419,300,11,5,,,,,,3005046,1,0,3,2,#3419,3005043,
3005046,3005,红薇蝶捕手Ⅰ,使用@item_11320#捕捉红薇蝶@1#r(它通常出现在草原上的空岛附近),捕捉红薇蝶@1,22,I_11320,M_3885,1,1,6,,,,,,3005047,0,144,1,2,#3885,3005046,
3005047,3005,红薇蝶捕手Ⅱ,使用@item_11320#捕捉红薇蝶@1#r(它通常出现在草原上的空岛附近),捕捉红薇蝶@1,22,I_11320,M_3885,100,2,6,,,,,,3005048,1,0,1,2,#3885,3005046,
3005048,3005,红薇蝶捕手Ⅲ,使用@item_11320#捕捉红薇蝶@1#r(它通常出现在草原上的空岛附近),捕捉红薇蝶@1,22,I_11320,M_3885,300,3,6,,,,,,3005049,1,0,2,2,#3885,3005046,
3005049,3005,兰青蝶捕手Ⅰ,使用@item_11320#捕捉兰青蝶@1#r(它通常出现在草原上的空岛附近),捕捉兰青蝶@1,22,I_11320,M_3886,1,5,6,,,,,,3005050,0,145,1,2,#3886,3005049,
3005050,3005,兰青蝶捕手Ⅱ,使用@item_11320#捕捉兰青蝶@1#r(它通常出现在草原上的空岛附近),捕捉兰青蝶@1,22,I_11320,M_3886,100,6,6,,,,,,3005051,1,0,1,2,#3886,3005049,
3005051,3005,兰青蝶捕手Ⅲ,使用@item_11320#捕捉兰青蝶@1#r(它通常出现在草原上的空岛附近),捕捉兰青蝶@1,22,I_11320,M_3886,300,7,6,,,,,,3005052,1,0,2,2,#3886,3005049,
3005052,3005,香粉蝶捕手Ⅰ,使用@item_11320#捕捉香粉蝶@1#r(它通常出现在草原上的空岛附近),捕捉香粉蝶@1,22,I_11320,M_3887,1,9,6,,,,,,3005053,0,146,1,2,#3887,3005052,
3005053,3005,香粉蝶捕手Ⅱ,使用@item_11320#捕捉香粉蝶@1#r(它通常出现在草原上的空岛附近),捕捉香粉蝶@1,22,I_11320,M_3887,100,10,6,,,,,,3005054,1,0,1,2,#3887,3005052,
3005054,3005,香粉蝶捕手Ⅲ,使用@item_11320#捕捉香粉蝶@1#r(它通常出现在草原上的空岛附近),捕捉香粉蝶@1,22,I_11320,M_3887,300,11,6,,,,,,3005055,1,0,2,2,#3887,3005052,
3005055,3005,白香蝶捕手Ⅰ,使用@item_11320#捕捉白香蝶@1#r(它通常出现在草原上的空岛附近),捕捉白香蝶@1,22,I_11320,M_3888,1,1,7,,,,,,3005056,0,147,1,2,#3888,3005055,
3005056,3005,白香蝶捕手Ⅱ,使用@item_11320#捕捉白香蝶@1#r(它通常出现在草原上的空岛附近),捕捉白香蝶@1,22,I_11320,M_3888,100,2,7,,,,,,3005057,1,0,1,2,#3888,3005055,
3005057,3005,白香蝶捕手Ⅲ,使用@item_11320#捕捉白香蝶@1#r(它通常出现在草原上的空岛附近),捕捉白香蝶@1,22,I_11320,M_3888,300,3,7,,,,,,3005058,1,0,2,2,#3888,3005055,
3005058,3005,龙信蝶捕手Ⅰ,使用@item_11320#捕捉龙信蝶@1#r(它通常出现在草原上的空岛附近),捕捉龙信蝶@1,22,I_11320,M_3889,1,5,7,,,,,,3005059,0,148,1,2,#3889,3005058,
3005059,3005,龙信蝶捕手Ⅱ,使用@item_11320#捕捉龙信蝶@1#r(它通常出现在草原上的空岛附近),捕捉龙信蝶@1,22,I_11320,M_3889,100,6,7,,,,,,3005060,1,0,1,2,#3889,3005058,
3005060,3005,龙信蝶捕手Ⅲ,使用@item_11320#捕捉龙信蝶@1#r(它通常出现在草原上的空岛附近),捕捉龙信蝶@1,22,I_11320,M_3889,300,7,7,,,,,,3005061,1,0,2,2,#3889,3005058,
