ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
292,انفجار الخيزران," ، صرير ، صرير 
 لم تكن الألعاب النارية هي التي انفجرت ، لقد كان العام الجديد والطقس الجديد!",,صورة الملف الشخصي: فتح صورة الملف الشخصي.,المؤثرات الخاصة الجسم: تنتشر عقدة الصينية تمثل حظا سعيدا على الجسم!,,,,
293,لورد من قصر بحر ايجه ، كانوروس,"السرخس يمشي طوال الليل بصوت البيانو ، 
 تناثر Lingmiao Zhou Xing أصوات الفلوت التخمينية. 
 يسمى ذيل السمكة وقرن الغنم بالمنطق العقلاني ، 
 الفوضى تعيد بناء الحصون الدفاعية ستسقط.",,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: أحط نفسك بقوة الجدي!,,,,
294,أرياس ، رب المزهرية الفضية,"الإلهام المجفف بالهواء يطير إلى أرض الخيال ، 
 الأحلام والأفكار الغريبة تتجول في المجرة. 
 مثل ندى الفقاعات التي تختمر المجرة الأثيرية ، 
 ضع العنب في زجاجة فضية واشرب أجار حلو.",,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: تحيط نفسك مع قوة الدلو!,,,,
295,تانغ كيكسين,"يتم التلويح بالملعقة الذهبية ، وإلقاء الشراب ، ورسم أرنب الثلج بقوة. 
 جودو جودو ، وعاء نحاسي حلو ، اقفز من الوحش الحارس الجني!",,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: لوحات السكر تطفو!,,,,
296,تانغ كي,"قام جين مو بتأرجح شعره ، وكان المقص يطير ، وكان الوحش الذي ينفخ السكر مفعمًا بالحيوية. 
 العجن والشد ، الدعوة إلى الخلود ، الشرر يرفرف ويدعو إلى السلام!",,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: لوحات السكر تطفو!,,,,
297,بيروت,يقال إن الفتاة الغامضة التي نشأت في قرية الصيد تتمتع بقوة الإله وتحرس الأصنام والكنوز وحدها. إنها طيبة القلب وطيبة القلب ، وتضحك طوال اليوم ، لكنها دائمًا هادئة جدًا في مواجهة الخطر ، ولا يبدو أن هناك ما يجعلها غاضبة أو مخيف.,,صورة الملف الشخصي: فتح صورة الملف الشخصي.,,,,,
298,رونوس,مراهق نشأ في المناطق النائية ، كان حريصًا على المغامرة منذ أن كان طفلاً ، وكان يحب استكشاف المجهول وكسر القواعد. اتبع خطى أربعة أبناء من ميمنغ والكابتن توم إلى الجزيرة الأسطورية حيث يوجد كنز إله البحر ، والعزم على العثور على الكنز وتصبح مشهورة. في جميع أنحاء العالم.,يمكن الحصول على فتح العناصر من الأحداث,صورة الملف الشخصي: فتح صورة الملف الشخصي.,,,,,
299,Soundwave,يحمل طاقم الاستخبارات في الديسيبتيكون جميع التبادلات الاستخباراتية للديسيبتيكون ، وقد أكد ميجاترون ولائه وقدرته. أحضر سونيك جيش الشريط: كلب آلي ، طائر ليزر ، مرتبك ، روح الخفافيش ، إلخ ، وحصل على الأوتوبوت. الاستخبارات على العديد من خطط العمل الهامة.,,صورة الملف الشخصي: فتح صورة الملف الشخصي.,آثار أقدام المشي: سيتم ترك آثار أقدام شعار المخيم حيث تمشي.,استدعاء #cda5b0a: يمكنك استدعاء فيلق الشريط والحصول على تأثير برتقالي ، انقر فوق الزر الأيسر للمعاينة! #n,,,
300,مونجو,"تنتشر الكريمة الطرية في قاع الكوب ، ويتم انتزاع الفاكهة المستديرة من الفروع. 
 طعم مرطب وعطرة الشفاه والأسنان ، واللون الذهبي يجلب حلاوة!",,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: حبوب المانجو تطفو!,,,,
301,شياو يوانير,نائب الرئيس بالإنابة لجمعية Food Fun Star Dim Sum ، بالإضافة إلى إدارة متجر yuanxiao الخاص به ، يحب أيضًا زيارة متاجر ديم سوم الأخرى. بمجرد العثور على مادة خام أفضل ، سيجري البحث والتطوير في تلك الليلة ، ويطلق حدثًا جديدًا للمنتج في اليوم التالي. أما بالنسبة للحدث ، فما مقدار الخصم ؟ آسف ، لا بأس في الحصول على اثنين آخرين ، خصم ؟ هذا لن ينجح!,,صورة الملف الشخصي: فتح صورة الملف الشخصي.,تأثيرات الجسم: تانغيوان تطفو حولها!,,,,
302,نونانا,الضربات الحيوية ، المعركة تجعل ذيل الحصان يتأرجح بحماس ، يقصف بسرعة عالية ، صوت الرصاص يجلب ضحكًا لا ينتهي. بشكل غير متوقع ، تستطيع لوليتا الصغيرة أيضًا حمل مدفع وإنقاذ العالم!,,الإطار: افتح الإطار,آثار الجسم ： الجسم مع الحب!,,,,
303,الطائر,حساب واستراتيجيات دقيقة. اجلس في المؤخرة واربح ألف ميل. هاه؟ القبضة المشدودة ، والجبين المتعرق؟ اتضح أن القائد ذو الوجه البارد يمر أيضًا بأوقات لا يستطيع فيها اكتشاف ذلك.,,الإطار: فتح الإطار,آثار الجسم ： الجسم مع الطاقة القتالية!,,,,
304,ريبيكا,"اهتزت آذان الأرنب الأبيض المخملي ، واهتزت التنورة الجميلة.
عندما يكون السيلوفان لامعًا ، تأتي معجزة نكهة الحليب.
جلجل جلجل ~ ماجيك باني جيرل ، تغير!",,الإطار : افتح الإطار والصورة,تأثيرات اللباس:أختام الأرنب تطفو حولها!,,,,
305,النسخة منخفضة جدا,,,,,,,,
306,الدليل المقدس للكرمة السحرية ، فيليسيا,"عندما يكون الجمال مطمعا ، وجوه الجشع نهب الحياة ، 
 عندما يتم رفض الزهور ، فإن القذارة المتفشية تدنس أرض العجائب. 
 نرحب بعودة روح الزهرة ، وتجديد شباب آلاف الزهور. 
 عندما تتفتح الأزهار بالكامل ، تقف الفراشات.",,تغييرات الإضاءة: الشكل مع الإضاءة المحيطة في الخريطة ، انقر فوق الزر الموجود على اليسار لعرض التعليمات.,تحويل #cda5b0a: تحول إلى روح سرية عندما يكون الضوء المحيط أكبر من 9 ، انقر فوق الزر الموجود على اليسار للمعاينة #n.,#cda5b0a السيارة الحصرية: انقر فوق الزر الموجود على اليسار لاستخدام سيارة المعالج الحصرية #n.,#cda5b0a عمل التعبير الحصري: السماء تسقط البتلة المطر ، انقر فوق الزر الأيسر للمعاينة #n.,#cda5b0a تقتصر على إخراج مربع هدية شينغهوى #n,
307,"العفريت الغامض, فيليسيا","الزهور مليئة بالأشواك ، لكي أتوقف عن الطمع في أعماق قلبي ، 
 فقط عندما تكون غنية وتحتوي على سمية يمكن أن يكون لديها القدرة على المقاومة. 
 في ومضة من الإلهام ، حوّل الهجوم إلى مساعدة. 
 بضعة أيام من التفكير ، وخلق حقبة جديدة من السحر.",,تغييرات الإضاءة: الشكل مع الإضاءة المحيطة في الخريطة ، انقر فوق الزر الموجود على اليسار لعرض التعليمات.,تحويل #cda5b0a: عندما يكون الضوء المحيط أقل من أو يساوي 9 ، قم بالتحويل إلى دليل قديس الكرمة السحري ، انقر فوق الزر الموجود على اليسار للمعاينة. #n,#cda5b0a السيارة الحصرية: انقر فوق الزر الموجود على اليسار لاستخدام سيارة المعالج الحصرية #n.,#cda5b0a عمل التعبير الحصري: السماء تسقط البتلة المطر ، انقر فوق الزر الأيسر للمعاينة #n.,#cda5b0a تقتصر على إخراج مربع هدية شينغهوى #n,
308,فالينا,"تنفس وتشعر بإيقاع الريح ،
المس الآثار الطبيعية بيديك.
تحمل المخاطر وكتابة فصول مجانية.",,صورة الملف الشخصي: فتح صورة الملف الشخصي.,آثار أقدام المشي: اترك آثار أقدام القطط حيث تمشي.,,,,
309,مارك,"الاستماع إلى صوت الغابة,
ادخل إلى الأرض الحرام تحت القمر.
اذهب ضد الحشد واستكشف أسرار الهواء الطلق.",,صورة الملف الشخصي: فتح صورة الملف الشخصي.,آثار أقدام المشي: اترك آثار أقدام جرو حيث تمشي.,,,,
